Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Lon [°]   	Lat [°]   	RI    	Dew [°C]	Vi Te [°C]	MRI    	D [kg/m3]	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]
1708      	277.0  	-48.3 	23    	5.5     	267   	9118   	-58.785837	-62.184179	97.27 	-59.8   	-48.3     	1528.76	0.035186 	4.4     	43.5         	078        	13201    
1710      	276.7  	-48.3 	22    	5.5     	267   	9127   	-58.785636	-62.184172	97.12 	-59.9   	-48.3     	1529.99	0.034713 	4.4     	43.5         	078        	13215    
1712      	276.3  	-48.3 	22    	5.5     	267   	9136   	-58.785434	-62.184164	96.97 	-60.0   	-48.3     	1531.24	0.034240 	4.4     	43.5         	078        	13229    
1714      	275.9  	-48.3 	22    	5.5     	267   	9144   	-58.785232	-62.184156	96.82 	-60.1   	-48.3     	1532.49	0.033767 	4.4     	43.5         	078        	13242    
1716      	275.5  	-48.3 	21    	5.4     	267   	9153   	-58.785030	-62.184149	96.67 	-60.2   	-48.3     	1533.73	0.033295 	4.4     	43.5         	078        	13256    
1718      	275.2  	-48.3 	21    	5.4     	266   	9162   	-58.784828	-62.184141	96.52 	-60.3   	-48.3     	1534.97	0.032819 	4.4     	43.5         	078        	13270    
1720      	274.8  	-48.2 	21    	5.4     	266   	9171   	-58.784626	-62.184134	96.36 	-60.4   	-48.2     	1536.21	0.032361 	4.4     	43.5         	078        	13283    
1722      	274.5  	-48.2 	21    	5.4     	266   	9180   	-58.784425	-62.184126	96.21 	-60.5   	-48.2     	1537.44	0.031974 	4.4     	43.5         	078        	13297    
1724      	274.1  	-48.2 	20    	5.3     	266   	9189   	-58.784223	-62.184118	96.06 	-60.5   	-48.2     	1538.68	0.031587 	4.4     	43.5         	078        	13311    
1726      	273.7  	-48.2 	20    	5.3     	266   	9198   	-58.784021	-62.184111	95.91 	-60.6   	-48.2     	1539.91	0.031199 	4.4     	43.5         	078        	13324    
1728      	273.4  	-48.1 	20    	5.3     	265   	9206   	-58.783819	-62.184103	95.75 	-60.7   	-48.1     	1541.16	0.030812 	4.4     	43.5         	078        	13338    
1730      	273.0  	-48.1 	20    	5.3     	265   	9215   	-58.783617	-62.184096	95.59 	-60.7   	-48.1     	1542.39	0.030422 	4.4     	43.5         	078        	13352    
1732      	272.6  	-48.0 	19    	5.2     	265   	9224   	-58.783421	-62.184086	95.41 	-60.8   	-48.0     	1543.60	0.030030 	4.4     	43.4         	078        	13365    
1734      	272.3  	-48.0 	19    	5.2     	265   	9233   	-58.783239	-62.184070	95.24 	-60.8   	-48.0     	1544.82	0.029688 	4.4     	43.4         	078        	13378    
1736      	271.9  	-47.9 	19    	5.1     	264   	9242   	-58.783057	-62.184055	95.08 	-60.8   	-47.9     	1546.07	0.029398 	4.5     	43.4         	078        	13392    
1738      	271.5  	-47.9 	19    	5.1     	264   	9251   	-58.782876	-62.184039	94.91 	-60.8   	-47.8     	1547.33	0.029108 	4.6     	43.4         	078        	13405    
1740      	271.2  	-47.8 	19    	5.1     	264   	9260   	-58.782694	-62.184024	94.74 	-60.8   	-47.8     	1548.61	0.028818 	4.6     	43.4         	078        	13418    
1742      	270.8  	-47.7 	18    	5.0     	263   	9270   	-58.782512	-62.184008	94.58 	-60.9   	-47.7     	1549.89	0.028530 	4.6     	43.4         	078        	13432    
1744      	270.4  	-47.7 	18    	5.0     	263   	9279   	-58.782331	-62.183993	94.42 	-60.9   	-47.7     	1551.18	0.028244 	4.6     	43.4         	078        	13445    
1746      	270.0  	-47.7 	18    	4.9     	263   	9288   	-58.782149	-62.183977	94.26 	-61.0   	-47.7     	1552.46	0.027958 	4.6     	43.4         	078        	13458    
1748      	269.7  	-47.6 	18    	4.9     	262   	9297   	-58.781967	-62.183962	94.11 	-61.0   	-47.6     	1553.73	0.027612 	4.6     	43.4         	078        	13471    
1750      	269.3  	-47.6 	18    	4.8     	262   	9306   	-58.781786	-62.183946	93.95 	-61.1   	-47.6     	1555.02	0.027247 	4.6     	43.4         	078        	13485    
1752      	268.9  	-47.6 	17    	4.8     	261   	9315   	-58.781604	-62.183930	93.79 	-61.2   	-47.6     	1556.30	0.026883 	4.6     	43.4         	078        	13498    
1754      	268.5  	-47.5 	17    	4.8     	260   	9325   	-58.781422	-62.183915	93.63 	-61.2   	-47.5     	1557.59	0.026519 	4.6     	43.4         	078        	13511    
1756      	268.2  	-47.5 	17    	4.9     	260   	9334   	-58.781241	-62.183899	93.48 	-61.3   	-47.5     	1558.88	0.026157 	4.6     	43.4         	078        	13525    
1758      	267.8  	-47.5 	17    	4.9     	259   	9343   	-58.781059	-62.183884	93.32 	-61.4   	-47.5     	1560.16	0.025794 	4.6     	43.4         	078        	13538    
1760      	267.4  	-47.5 	16    	4.9     	258   	9352   	-58.780877	-62.183868	93.17 	-61.5   	-47.5     	1561.45	0.025432 	4.6     	43.4         	078        	13551    
1762      	267.1  	-47.5 	16    	4.9     	258   	9361   	-58.780692	-62.183849	93.02 	-61.6   	-47.5     	1562.75	0.025104 	4.6     	43.4         	078        	13565    
1764      	266.7  	-47.5 	16    	4.9     	257   	9371   	-58.780492	-62.183813	92.87 	-61.6   	-47.5     	1564.04	0.024783 	4.6     	43.4         	078        	13579    
1766      	266.3  	-47.4 	16    	4.9     	256   	9380   	-58.780292	-62.183777	92.72 	-61.7   	-47.4     	1565.34	0.024463 	4.6     	43.4         	078        	13593    
1768      	266.0  	-47.4 	16    	4.9     	255   	9389   	-58.780093	-62.183741	92.57 	-61.8   	-47.4     	1566.62	0.024141 	4.6     	43.4         	078        	13608    
1770      	265.6  	-47.4 	15    	4.9     	255   	9398   	-58.779893	-62.183706	92.41 	-61.8   	-47.4     	1567.93	0.023819 	4.6     	43.4         	078        	13622    
1772      	265.2  	-47.3 	15    	5.0     	254   	9408   	-58.779693	-62.183670	92.25 	-61.9   	-47.3     	1569.23	0.023497 	4.6     	43.4         	078        	13637    
1774      	264.9  	-47.3 	15    	5.1     	253   	9417   	-58.779493	-62.183634	92.09 	-62.0   	-47.3     	1570.53	0.023175 	4.6     	43.4         	078        	13651    
1776      	264.5  	-47.2 	15    	5.2     	252   	9426   	-58.779293	-62.183599	91.94 	-62.0   	-47.2     	1571.82	0.022893 	4.6     	43.4         	078        	13665    
1778      	264.1  	-47.2 	15    	5.3     	252   	9435   	-58.779093	-62.183563	91.79 	-62.1   	-47.2     	1573.13	0.022622 	4.6     	43.4         	078        	13680    
1780      	263.8  	-47.2 	14    	5.4     	251   	9445   	-58.778893	-62.183527	91.63 	-62.1   	-47.1     	1574.43	0.022350 	4.6     	43.4         	078        	13694    
1782      	263.4  	-47.1 	14    	5.4     	250   	9454   	-58.778693	-62.183491	91.47 	-62.2   	-47.1     	1575.73	0.022079 	4.6     	43.4         	078        	13708    
1784      	263.0  	-47.1 	14    	5.5     	250   	9463   	-58.778494	-62.183456	91.32 	-62.2   	-47.1     	1577.02	0.021808 	4.6     	43.4         	078        	13723    
1786      	262.7  	-47.0 	14    	5.6     	249   	9472   	-58.778294	-62.183420	91.16 	-62.3   	-47.0     	1578.33	0.021536 	4.6     	43.4         	078        	13737    
1788      	262.3  	-47.0 	14    	5.7     	249   	9482   	-58.778094	-62.183384	91.00 	-62.3   	-47.0     	1579.63	0.021262 	4.6     	43.4         	078        	13752    
1790      	262.0  	-46.9 	14    	5.8     	248   	9491   	-58.777891	-62.183348	90.84 	-62.4   	-46.9     	1580.93	0.020888 	4.6     	43.4         	078        	13766    
1792      	261.6  	-46.9 	13    	5.8     	248   	9500   	-58.777679	-62.183311	90.70 	-62.5   	-46.9     	1582.24	0.020516 	4.6     	43.4         	078        	13781    
1794      	261.2  	-46.9 	13    	5.8     	248   	9510   	-58.777466	-62.183274	90.55 	-62.6   	-46.9     	1583.54	0.020144 	4.6     	43.4         	078        	13796    
1796      	260.9  	-46.9 	13    	5.9     	248   	9519   	-58.777253	-62.183237	90.40 	-62.8   	-46.9     	1584.85	0.019773 	4.7     	43.4         	078        	13811    
1798      	260.5  	-46.9 	13    	5.9     	248   	9528   	-58.777040	-62.183201	90.25 	-62.9   	-46.9     	1586.18	0.019401 	4.7     	43.4         	078        	13826    
1800      	260.1  	-46.9 	12    	5.9     	248   	9538   	-58.776828	-62.183164	90.10 	-63.0   	-46.8     	1587.49	0.019030 	4.7     	43.4         	078        	13841    
1802      	259.8  	-46.8 	12    	5.9     	248   	9547   	-58.776615	-62.183127	89.95 	-63.1   	-46.8     	1588.80	0.018659 	4.7     	43.4         	078        	13855    
1804      	259.4  	-46.8 	12    	6.0     	248   	9556   	-58.776402	-62.183090	89.82 	-63.3   	-46.8     	1590.14	0.018359 	4.7     	43.4         	078        	13870    
1806      	259.0  	-46.9 	12    	6.0     	249   	9566   	-58.776189	-62.183053	89.69 	-63.4   	-46.9     	1591.47	0.018073 	4.7     	43.4         	078        	13885    
1808      	258.7  	-46.9 	12    	6.0     	249   	9575   	-58.775977	-62.183016	89.56 	-63.5   	-46.9     	1592.81	0.017787 	4.7     	43.3         	078        	13900    
1810      	258.3  	-46.9 	11    	6.1     	249   	9584   	-58.775764	-62.182979	89.44 	-63.7   	-46.9     	1594.16	0.017501 	4.7     	43.3         	078        	13915    
1812      	257.9  	-47.0 	11    	6.0     	249   	9594   	-58.775551	-62.182942	89.31 	-63.8   	-47.0     	1595.49	0.017215 	4.7     	43.3         	078        	13930    
1814      	257.6  	-47.0 	11    	6.0     	249   	9603   	-58.775339	-62.182905	89.19 	-64.0   	-47.0     	1596.83	0.016928 	4.7     	43.3         	078        	13945    
1816      	257.2  	-47.0 	11    	6.0     	250   	9612   	-58.775126	-62.182868	89.06 	-64.1   	-47.0     	1598.17	0.016646 	4.7     	43.3         	078        	13960    
1818      	256.9  	-47.0 	11    	5.9     	250   	9622   	-58.774913	-62.182831	88.93 	-64.1   	-47.0     	1599.51	0.016603 	4.7     	43.3         	078        	13975    
1820      	256.5  	-47.0 	11    	5.9     	250   	9631   	-58.774700	-62.182794	88.81 	-64.1   	-47.0     	1600.84	0.016560 	4.7     	43.3         	078        	13990    
1822      	256.1  	-47.0 	11    	5.9     	250   	9640   	-58.774488	-62.182757	88.68 	-64.2   	-47.0     	1602.19	0.016517 	4.7     	43.3         	078        	14005    
1824      	255.8  	-47.0 	11    	5.8     	251   	9650   	-58.774267	-62.182723	88.56 	-64.2   	-47.0     	1603.53	0.016475 	4.7     	43.3         	078        	14020    
1826      	255.4  	-47.0 	11    	5.8     	251   	9659   	-58.774041	-62.182690	88.44 	-64.2   	-47.0     	1604.87	0.016432 	4.7     	43.3         	078        	14035    
1828      	255.1  	-47.0 	11    	5.8     	251   	9668   	-58.773814	-62.182657	88.32 	-64.2   	-47.0     	1606.22	0.016389 	4.7     	43.3         	078        	14051    
1830      	254.8  	-47.0 	11    	5.7     	252   	9677   	-58.773588	-62.182624	88.19 	-64.2   	-47.0     	1607.53	0.016346 	4.6     	43.3         	078        	14066    
1832      	254.4  	-47.0 	10    	5.8     	252   	9687   	-58.773361	-62.182591	88.06 	-64.3   	-47.0     	1608.84	0.016163 	4.6     	43.3         	078        	14081    
1834      	254.1  	-47.0 	10    	5.9     	252   	9696   	-58.773135	-62.182558	87.93 	-64.4   	-47.0     	1610.14	0.015959 	4.6     	43.3         	078        	14096    
1836      	253.7  	-47.0 	10    	5.9     	252   	9705   	-58.772909	-62.182526	87.80 	-64.5   	-47.0     	1611.43	0.015755 	4.6     	43.3         	078        	14111    
1838      	253.4  	-47.0 	10    	6.0     	253   	9714   	-58.772682	-62.182493	87.66 	-64.5   	-47.0     	1612.74	0.015552 	4.6     	43.3         	078        	14127    
1840      	253.0  	-47.0 	10    	6.0     	253   	9723   	-58.772456	-62.182460	87.52 	-64.6   	-47.0     	1614.03	0.015348 	4.6     	43.2         	078        	14142    
1842      	252.6  	-46.9 	10    	6.1     	253   	9732   	-58.772230	-62.182427	87.38 	-64.7   	-46.9     	1615.32	0.015143 	4.6     	43.2         	078        	14157    
1844      	252.3  	-46.9 	10    	6.1     	253   	9741   	-58.772003	-62.182394	87.25 	-64.8   	-46.9     	1616.63	0.014939 	4.6     	43.2         	078        	14172    
1846      	251.9  	-46.9 	10    	6.2     	253   	9750   	-58.771777	-62.182361	87.11 	-64.8   	-46.9     	1617.93	0.014858 	4.6     	43.2         	078        	14188    
1848      	251.6  	-46.9 	10    	6.2     	254   	9760   	-58.771551	-62.182329	86.98 	-64.8   	-46.9     	1619.24	0.014818 	4.6     	43.2         	078        	14203    
1850      	251.2  	-46.9 	10    	6.3     	254   	9769   	-58.771324	-62.182296	86.85 	-64.8   	-46.9     	1620.54	0.014779 	4.6     	43.2         	078        	14218    
1852      	250.9  	-46.8 	10    	6.3     	253   	9778   	-58.771092	-62.182257	86.73 	-64.8   	-46.8     	1621.84	0.014740 	4.6     	43.2         	078        	14234    
1854      	250.5  	-46.8 	10    	6.4     	253   	9787   	-58.770856	-62.182213	86.60 	-64.8   	-46.8     	1623.16	0.014700 	4.6     	43.2         	078        	14249    
1856      	250.2  	-46.8 	10    	6.4     	253   	9796   	-58.770620	-62.182170	86.48 	-64.8   	-46.8     	1624.47	0.014661 	4.6     	43.2         	078        	14265    
1858      	249.9  	-46.8 	9     	6.5     	252   	9805   	-58.770384	-62.182126	86.36 	-64.8   	-46.8     	1625.79	0.014623 	4.6     	43.2         	078        	14281    
1860      	249.5  	-46.8 	9     	6.5     	252   	9814   	-58.770147	-62.182083	86.23 	-64.9   	-46.8     	1627.09	0.014512 	4.6     	43.2         	078        	14297    
1862      	249.2  	-46.8 	9     	6.6     	251   	9824   	-58.769911	-62.182040	86.10 	-65.0   	-46.8     	1628.39	0.014291 	4.6     	43.2         	078        	14312    
1864      	248.8  	-46.8 	9     	6.6     	251   	9833   	-58.769675	-62.181996	85.98 	-65.1   	-46.8     	1629.68	0.014070 	4.5     	43.1         	078        	14328    
1866      	248.5  	-46.8 	9     	6.7     	251   	9842   	-58.769439	-62.181953	85.85 	-65.2   	-46.8     	1630.96	0.013849 	4.5     	43.1         	078        	14344    
1868      	248.2  	-46.8 	9     	6.7     	250   	9851   	-58.769202	-62.181909	85.72 	-65.3   	-46.8     	1632.26	0.013627 	4.5     	43.1         	078        	14360    
1870      	247.8  	-46.8 	9     	6.8     	250   	9860   	-58.768966	-62.181866	85.59 	-65.4   	-46.8     	1633.54	0.013406 	4.5     	43.1         	078        	14375    
1872      	247.5  	-46.7 	9     	6.7     	250   	9869   	-58.768730	-62.181822	85.45 	-65.5   	-46.7     	1634.82	0.013184 	4.5     	43.1         	078        	14391    
1874      	247.2  	-46.7 	8     	6.7     	249   	9878   	-58.768494	-62.181779	85.32 	-65.6   	-46.7     	1636.11	0.012995 	4.5     	43.1         	078        	14407    
1876      	246.8  	-46.7 	8     	6.7     	249   	9887   	-58.768257	-62.181735	85.20 	-65.7   	-46.7     	1637.39	0.012827 	4.5     	43.1         	078        	14422    
1878      	246.5  	-46.7 	8     	6.6     	249   	9896   	-58.768021	-62.181692	85.07 	-65.8   	-46.7     	1638.67	0.012659 	4.5     	43.1         	078        	14438    
1880      	246.1  	-46.7 	8     	6.6     	248   	9905   	-58.767785	-62.181649	84.94 	-65.8   	-46.7     	1639.96	0.012492 	4.5     	43.1         	078        	14454    
1882      	245.8  	-46.7 	8     	6.5     	248   	9914   	-58.767549	-62.181605	84.81 	-65.9   	-46.7     	1641.24	0.012325 	4.5     	43.1         	078        	14469    
1884      	245.5  	-46.7 	8     	6.5     	248   	9923   	-58.767314	-62.181563	84.68 	-66.0   	-46.7     	1642.53	0.012157 	4.5     	43.1         	078        	14485    
1886      	245.1  	-46.7 	8     	6.4     	248   	9932   	-58.767088	-62.181530	84.55 	-66.1   	-46.7     	1643.82	0.011990 	4.5     	43.0         	078        	14500    
1888      	244.8  	-46.7 	8     	6.4     	247   	9941   	-58.766862	-62.181496	84.43 	-66.1   	-46.7     	1645.11	0.011920 	4.5     	43.0         	078        	14515    
1890      	244.4  	-46.7 	8     	6.4     	247   	9950   	-58.766636	-62.181463	84.31 	-66.2   	-46.7     	1646.41	0.011878 	4.5     	43.0         	078        	14531    
1892      	244.1  	-46.7 	8     	6.3     	248   	9959   	-58.766410	-62.181429	84.19 	-66.2   	-46.6     	1647.72	0.011837 	4.5     	43.0         	078        	14546    
1894      	243.8  	-46.6 	8     	6.3     	248   	9968   	-58.766185	-62.181396	84.07 	-66.2   	-46.6     	1649.02	0.011795 	4.5     	43.0         	078        	14561    
1896      	243.4  	-46.6 	8     	6.3     	249   	9977   	-58.765959	-62.181362	83.96 	-66.2   	-46.6     	1650.33	0.011753 	4.5     	43.0         	078        	14576    
1898      	243.1  	-46.6 	8     	6.3     	249   	9986   	-58.765733	-62.181328	83.84 	-66.2   	-46.6     	1651.64	0.011711 	4.5     	43.0         	078        	14591    
1900      	242.8  	-46.6 	8     	6.3     	250   	9995   	-58.765507	-62.181295	83.72 	-66.3   	-46.6     	1652.95	0.011666 	4.5     	43.0         	078        	14607    
1902      	242.5  	-46.6 	7     	6.2     	251   	10004  	-58.765281	-62.181261	83.60 	-66.3   	-46.6     	1654.26	0.011507 	4.5     	43.0         	078        	14622    
1904      	242.1  	-46.6 	7     	6.2     	251   	10013  	-58.765055	-62.181228	83.48 	-66.4   	-46.6     	1655.56	0.011348 	4.5     	43.0         	078        	14637    
1906      	241.8  	-46.6 	7     	6.2     	252   	10022  	-58.764829	-62.181194	83.35 	-66.5   	-46.6     	1656.86	0.011188 	4.5     	43.0         	078        	14652    
1908      	241.5  	-46.5 	7     	6.2     	252   	10032  	-58.764603	-62.181161	83.22 	-66.6   	-46.5     	1658.16	0.011028 	4.5     	43.0         	078        	14667    
1910      	241.2  	-46.5 	7     	6.2     	253   	10041  	-58.764377	-62.181127	83.09 	-66.7   	-46.5     	1659.46	0.010868 	4.5     	43.0         	078        	14683    
1912      	240.8  	-46.5 	7     	6.1     	253   	10050  	-58.764151	-62.181094	82.96 	-66.7   	-46.5     	1660.76	0.010708 	4.5     	43.0         	078        	14698    
1914      	240.5  	-46.5 	7     	6.1     	254   	10059  	-58.763932	-62.181068	82.83 	-66.8   	-46.5     	1662.05	0.010572 	4.5     	42.9         	078        	14713    
